3.155767202,0.000000000,0.000000000
3.142759562,0.121621631,0.000061094
3.129779577,0.239393249,0.000241875
3.116828918,0.353421926,0.000538548
3.103906870,0.463811845,0.000947422
3.091015339,0.570664287,0.001464908
3.078154325,0.674077868,0.002087520
3.065324068,0.774148345,0.002811866
3.052525759,0.870969117,0.003634650
3.039760113,0.964630723,0.004552668
3.027027130,1.055221558,0.005562805
3.014327288,1.142827272,0.006662033
3.001661777,1.227531552,0.007847410
2.989030361,1.309415340,0.009116073
2.976433039,1.388557792,0.010465245
2.963872194,1.465035677,0.011892219
2.951346636,1.538923740,0.013394371
2.938856602,1.610294700,0.014969146
2.926403522,1.679219127,0.016614063
2.913986921,1.745765805,0.018326711
2.901607752,1.810001731,0.020104744
2.889265537,1.871991873,0.021945884
2.876961231,1.931799650,0.023847919
2.864695787,1.989486337,0.025808698
2.852468014,2.045112133,0.027826125
2.840279102,2.098734856,0.029898174
2.828128815,2.150411606,0.032022867
2.816018105,2.200197220,0.034198288
2.803946733,2.248145103,0.036422569
2.791914940,2.294307709,0.038693905
2.779922962,2.338735580,0.041010529
2.767971039,2.381478071,0.043370735
2.756059408,2.422583103,0.045772862
2.744188309,2.462097168,0.048215292
2.732357502,2.500065804,0.050696462
2.720567942,2.536532879,0.053214848
2.708818913,2.571541786,0.055768967
2.697110653,2.605133772,0.058357384
2.685443878,2.637349844,0.060978699
2.673818827,2.668229103,0.063631557
2.662235022,2.697810173,0.066314645
2.650692225,2.726130247,0.069026686
2.639191151,2.753225565,0.071766429
2.627731800,2.779131889,0.074532665
2.616314411,2.803883076,0.077324226
2.604938984,2.827512741,0.080139980
2.593604565,2.850053549,0.082978815
2.582313061,2.871536970,0.085839666
2.571063280,2.891993523,0.088721476
2.559855461,2.911453247,0.091623247
2.548690081,2.929945230,0.094543986
2.537566662,2.947497845,0.097482748
2.526485682,2.964138508,0.100438610
2.515446424,2.979893684,0.103410661
2.504449129,2.994789839,0.106398039
2.493494511,3.008852005,0.109399892
2.482581854,3.022104740,0.112415396
2.471711159,3.034571886,0.115443766
2.460882902,3.046277046,0.118484214
2.450096607,3.057242632,0.121536002
